Company Name,Sector,Industry,Ticker,Report Date,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Income,Net Income (Common),Net Income/Starting Line,Non-Cash Items,Change in Working Capital,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Cash from Investing Activities,Dividends Paid,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash,"Cash, Cash Equivalents & Short Term Investments",Cash & Cash Equivalents,Accounts & Notes Receivable,"Accounts Receivable, Net",Inventories,Other Short Term Assets,Misc. Short Term Assets,Total Current Assets,"Property, Plant & Equipment, Net",Other Long Term Assets,Goodwill,Misc. Long Term Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,Accounts Payable,Other Payables & Accruals,Short Term Debt,Other Short Term Liabilities,Total Current Liabilities,Long Term Debt,Other Long Term Liabilities,Misc. Long Term Liabilities,Total Noncurrent Liabilities,Total Liabilities,Share Capital & Additional Paid-In Capital,Retained Earnings,Other Equity,Equity Before Minority Interest,Total Equity,Total Liabilities & Equity,EBITDA,Total Debt,Free Cash Flow,Gross Profit Margin,Operating Margin,Net Profit Margin,Return on Equity,Return on Assets,Free Cash Flow to Net Income,Current Ratio,Liabilities to Equity Ratio,Debt Ratio,"Earnings Per Share, Basic","Earnings Per Share, Diluted",Sales Per Share,Equity Per Share,Free Cash Flow Per Share,Dividends Per Share,Piotroski F-Score,Return On Invested Capital,Cash Return On Invested Capital,Dividend Payout Ratio,Net Debt / EBITDA,Net Debt / EBIT,Shares (Basic) change from last quarter,Shares (Basic) change from last  2 quarters,Shares (Basic) change from last  3 quarters,Shares (Basic) change from last  4 quarters,Shares (Diluted) change from last quarter,Shares (Diluted) change from last  2 quarters,Shares (Diluted) change from last  3 quarters,Shares (Diluted) change from last  4 quarters,Revenue change from last quarter,Revenue change from last  2 quarters,Revenue change from last  3 quarters,Revenue change from last  4 quarters,Operating Income (Loss) change from last quarter,Operating Income (Loss) change from last  2 quarters,Operating Income (Loss) change from last  3 quarters,Operating Income (Loss) change from last  4 quarters,Net Income change from last quarter,Net Income change from last  2 quarters,Net Income change from last  3 quarters,Net Income change from last  4 quarters,Total Assets change from last quarter,Total Assets change from last  2 quarters,Total Assets change from last  3 quarters,Total Assets change from last  4 quarters,Total Liabilities & Equity change from last quarter,Total Liabilities & Equity change from last  2 quarters,Total Liabilities & Equity change from last  3 quarters,Total Liabilities & Equity change from last  4 quarters,EBITDA change from last quarter,EBITDA change from last  2 quarters,EBITDA change from last  3 quarters,EBITDA change from last  4 quarters,Free Cash Flow change from last quarter,Free Cash Flow change from last  2 quarters,Free Cash Flow change from last  3 quarters,Free Cash Flow change from last  4 quarters,Gross Profit Margin change from last quarter,Gross Profit Margin change from last  2 quarters,Gross Profit Margin change from last  3 quarters,Gross Profit Margin change from last  4 quarters,Operating Margin change from last quarter,Operating Margin change from last  2 quarters,Operating Margin change from last  3 quarters,Operating Margin change from last  4 quarters,Net Profit Margin change from last quarter,Net Profit Margin change from last  2 quarters,Net Profit Margin change from last  3 quarters,Net Profit Margin change from last  4 quarters,Return on Equity change from last quarter,Return on Equity change from last  2 quarters,Return on Equity change from last  3 quarters,Return on Equity change from last  4 quarters,Return on Assets change from last quarter,Return on Assets change from last  2 quarters,Return on Assets change from last  3 quarters,Return on Assets change from last  4 quarters,Free Cash Flow to Net Income change from last quarter,Free Cash Flow to Net Income change from last  2 quarters,Free Cash Flow to Net Income change from last  3 quarters,Free Cash Flow to Net Income change from last  4 quarters,Current Ratio change from last quarters,Current Ratio change from last  2 quarters,Current Ratio change from last  3 quarters,Current Ratio change from last  4 quarters,Liabilities to Equity Ratio change from last quarter,Liabilities to Equity Ratio change from last  2 quarters,Liabilities to Equity Ratio change from last  3 quarters,Liabilities to Equity Ratio change from last  4 quarters,"Earnings Per Share, Basic change from last quarter","Earnings Per Share, Basic change from last  2 quarters","Earnings Per Share, Basic change from last  3 quarters","Earnings Per Share, Basic change from last  4 quarters","Earnings Per Share, Diluted change from last quarter","Earnings Per Share, Diluted change from last  2 quarters","Earnings Per Share, Diluted change from last  3 quarters","Earnings Per Share, Diluted change from last  4 quarters",Sales Per Share change from last quarter,Sales Per Share change from last  2 quarters,Sales Per Share change from last  3 quarters,Sales Per Share change from last  4 quarters,Equity Per Share change from last quarter,Equity Per Share change from last  2 quarters,Equity Per Share change from last  3 quarters,Equity Per Share change from last  4 quarters,Free Cash Flow Per Share change from last quarter,Free Cash Flow Per Share change from last  2 quarters,Free Cash Flow Per Share change from last  3 quarters,Free Cash Flow Per Share change from last  4 quarters,Piotroski F-Score change from last quarter,Piotroski F-Score change from last  2 quarters,Piotroski F-Score change from last  3 quarters,Piotroski F-Score change from last  4 quarters,Return On Invested Capital change from last quarter,Return On Invested Capital change from last  2 quarters,Return On Invested Capital change from last  3 quarters,Return On Invested Capital change from last  4 quarters,Cash Return On Invested Capital change from last quarter,Cash Return On Invested Capital change from last  2 quarters,Cash Return On Invested Capital change from last  3 quarters,Cash Return On Invested Capital change from last  4 quarters,Net Debt / EBITDA change from last quarter,Net Debt / EBITDA change from last  2 quarters,Net Debt / EBITDA change from last  3 quarters,Net Debt / EBITDA change from last  4 quarters,Net Debt / EBIT change from last quarter,Net Debt / EBIT change from last  2 quarters,Net Debt / EBIT change from last  3 quarters,Net Debt / EBIT change from last  4 quarters,% Change in Quarterly EPS (Target Output),% Change in Quarterly Revenue (Target Output)
APPLE INC,Technology,Computer Hardware,AAPL,6/30/2001,USD,2001,Q3,8/13/2001,8/13/2001,24208660000,24900176000,1475000000,-1041000000,434000000,-392000000,-281000000,42000000,45000000,0,87000000,87000000,-26000000,61000000,61000000,61000000,61000000,26000000,-146000000,-33000000,-30000000,10000000,-3216536585,1638560000,6000000,6000000,-17000000,4218000000,2121000000,598000000,598000000,19000000,413000000,240000000,5248000000,347000000,476000000,2653746835,476000000,823000000,6071000000,1614000000,847000000,767000000,6338772152,19698875000,1614000000,317000000,282000000,22144575000,599000000,2213000000,1673000000,2194000000,-9000000,3858000000,3858000000,6071000000,68000000,317000000,-82000000,0.29424,0.02847,0.04136,0.01581,0.01005,-1.34426,3.25155,0.57361,0.05222,0.00252,0.00245,0.06093,0.15936,-0.00339,0.162819512,5.597560976,0.01369,-0.0184,0.251460976,-57.36765,-92.88095,0,0,0,0,0,0,0,0,0.030747729,0.464746773,-0.211229947,-0.191780822,-6.25,-1.1,-0.5,-0.75,0.418604651,-1.29468599,-0.641176471,-0.695,-0.009624796,0.008304268,-0.107599588,-0.107599588,-0.009624796,0.008304268,-0.107599588,-0.107599588,3.857142857,-1.171717172,-0.333333333,-0.647668394,-0.211538462,-0.559139785,-1.518987342,-1.308270677,0.093666369,-15.11223022,0.178232491,-0.011057708,-6.093023256,-1.068260286,-0.366206589,-0.69071157,0.376372712,-1.213592233,-0.54504455,-0.622593302,0.374782609,-1.317852835,-0.618023677,-0.675359343,0.433666191,-1.310280951,-0.597839136,-0.658163265,-0.444199123,-2.409299156,-2.446358442,-2.010721805,0.09195962,-0.040277331,0.158145002,0.158145002,-0.10360832,0.070227811,-0.126180611,-0.126180611,0.415730337,-1.313043478,-0.641025641,-0.694915254,0.416184971,-1.312899106,-0.641288433,-0.694894147,0.030790052,0.464663462,-0.211262136,-0.191802626,0.032057509,-0.015871055,-0.042940364,-0.042940364,-0.211627907,-0.55859375,-1.51914242,-1.308462238,0,0,0,0,0.380040323,-1.316166282,-0.607848754,-0.666666667,-0.233013756,-0.554587267,-1.567200986,-1.33687294,-0.790136632,-6.652547692,0.570029409,1.9707424,-1.194159289,-10.70639196,1.09337252,3.186745983,0.083333333,-0.016949153
APPLE INC,Technology,Computer Hardware,AAPL,9/30/2001,USD,2001,Q4,12/21/2001,12/21/2001,24208660000,24900176000,1450000000,-1013000000,437000000,-384000000,-268000000,53000000,40000000,0,93000000,94000000,-28000000,66000000,66000000,66000000,66000000,22000000,157000000,275000000,-163000000,-104000000,-3216536585,1638560000,18000000,18000000,189000000,4336000000,2310000000,466000000,466000000,11000000,330000000,161000000,5143000000,564000000,314000000,2653746835,314000000,878000000,6021000000,1518000000,801000000,717000000,6338772152,19698875000,1518000000,317000000,266000000,22144575000,583000000,2101000000,1693000000,2260000000,-33000000,3920000000,3920000000,6021000000,83000000,317000000,105000000,0.30138,0.03655,0.04552,0.01684,0.01096,1.59091,3.38801,0.53597,0.05265,0.00273,0.00265,0.0599,0.16193,0.00434,0.162819512,5.597560976,0.01466,0.02332,0.251460976,-48.42169,-75.83019,0,0,0,0,0,0,0,0,-0.016949153,0.013277428,0.439920556,-0.22459893,0.261904762,-7.625,-1.126190476,-0.369047619,0.081967213,0.534883721,-1.31884058,-0.611764706,-0.008235875,-0.017781403,0,-0.114949287,-0.008235875,-0.017781403,0,-0.114949287,0.220588235,4.928571429,-1.20959596,-0.18627451,-2.280487805,-2.009615385,-1.564516129,-0.335443038,0.024265905,0.120205174,-15.45467626,0.206823369,0.283807517,-7.538461538,-1.087633068,-0.186331256,0.100580271,0.514808652,-1.235075398,-0.499285007,0.06514864,0.464347826,-1.338560515,-0.593138439,0.090547264,0.563480742,-1.338376042,-0.56142457,-2.18348385,-1.657781361,0.667882791,0.711741858,0.041967677,0.137786629,0,0.206749657,-0.065619498,-0.162429092,0,-0.1835202,0.083333333,0.533707865,-1.339130435,-0.611111111,0.081632653,0.531791908,-1.33844189,-0.612005857,-0.016904645,0.013364913,0.439903846,-0.224595469,0.016127008,0.048701509,0,-0.027505856,-2.280235988,-2.009302326,-1.565104167,-0.335375191,0,0,0,0,0.070854638,0.477822581,-1.338568129,-0.580063019,-2.267391304,-1.972071697,-1.564512225,-0.281134402,-0.155940848,-0.822862904,-5.77108461,0.325197692,-0.183576503,-1.158516206,-8.924526468,0.709078513,-0.424908425,-0.051724138
APPLE INC,Technology,Computer Hardware,AAPL,12/31/2001,USD,2002,Q1,2/11/2002,2/11/2002,24208660000,24900176000,1375000000,-953000000,422000000,-402000000,-289000000,20000000,34000000,0,54000000,53000000,-15000000,38000000,38000000,38000000,38000000,-31000000,7000000,42000000,-36000000,-417000000,-3216536585,1638560000,11000000,11000000,-364000000,4367000000,1946000000,498000000,498000000,23000000,384000000,213000000,5272000000,573000000,277000000,2653746835,202000000,850000000,6122000000,1579000000,830000000,749000000,6338772152,19698875000,1579000000,315000000,262000000,22144575000,577000000,2156000000,1706000000,2298000000,-38000000,3966000000,3966000000,6122000000,48000000,315000000,34000000,0.30691,0.01455,0.02764,0.00958,0.00621,0.89474,3.33882,0.54362,0.05145,0.00157,0.00153,0.0568,0.16383,0.0014,0.162819512,5.597560976,0.00836,0.00748,0.251460976,-84.41667,-202.6,0,0,0,0,0,0,0,0,-0.051724138,-0.06779661,-0.039133473,0.365441907,-0.622641509,-0.523809524,-3.5,-1.047619048,-0.424242424,-0.37704918,-0.11627907,-1.183574879,0.016774622,0.008400593,-0.001305057,0.016774622,0.016774622,0.008400593,-0.001305057,0.016774622,-0.421686747,-0.294117647,2.428571429,-1.121212121,-0.676190476,-1.414634146,-1.326923077,-1.182795699,0.018348928,0.043060087,0.140759738,-15.71990408,-0.601915185,-0.488935722,-3.602862254,-1.034885394,-0.392794376,-0.33172147,-0.080199667,-1.142739103,-0.43111639,-0.394054396,-0.166956522,-1.192601528,-0.433394161,-0.382089552,-0.114122682,-1.191725841,-0.437592321,-1.665600405,-1.369941288,-0.061969911,-0.014518847,0.026839507,0.121267278,-0.014518847,0.014273187,-0.05228291,-0.150474285,0.014273187,-0.424908425,-0.376984127,-0.117977528,-1.195031056,-0.422641509,-0.375510204,-0.115606936,-1.195402299,-0.051752922,-0.067782701,-0.039079682,0.365384615,0.011733465,0.028049699,0.061006412,0.011733465,-0.677419355,-1.412979351,-1.325581395,-1.182291667,0,0,0,0,-0.429740791,-0.389335281,-0.157258065,-1.193071594,-0.679245283,-1.406521739,-1.311796582,-1.181069959,0.743364802,0.471503016,-0.691185421,-9.317740977,1.671759098,1.181286905,-1.423517115,-22.17242568,0.050955414,0.087272727
APPLE INC,Technology,Computer Hardware,AAPL,3/31/2002,USD,2002,Q2,5/14/2002,5/14/2002,24208660000,24900176000,1495000000,-1086000000,409000000,-381000000,-270000000,28000000,27000000,0,55000000,55000000,-15000000,40000000,40000000,40000000,40000000,42000000,-109000000,2000000,-43000000,-825000000,-3216536585,1638560000,36000000,36000000,-787000000,4309000000,1159000000,644000000,644000000,26000000,435000000,274000000,5414000000,587000000,263000000,2653746835,182000000,850000000,6264000000,1709000000,987000000,722000000,6338772152,19698875000,1709000000,311000000,230000000,22144575000,541000000,2250000000,1747000000,2338000000,-71000000,4014000000,4014000000,6264000000,57000000,311000000,-80000000,0.27358,0.01873,0.02676,0.00997,0.00639,-2,3.16793,0.56054,0.04965,0.00165,0.00161,0.06175,0.16581,-0.0033,0.162819512,5.597560976,0.00878,-0.01756,0.251460976,-70.14035,-142.78571,0,0,0,0,0,0,0,0,0.087272727,0.031034483,0.013559322,0.044723969,0.4,-0.471698113,-0.333333333,-4.5,0.052631579,-0.393939394,-0.344262295,-0.069767442,0.023195034,0.040358744,0.031790479,0.021859706,0.023195034,0.040358744,0.031790479,0.021859706,0.1875,-0.313253012,-0.161764706,3.071428571,-3.352941176,-1.761904762,-0.024390244,-0.230769231,-0.108598612,-0.092242352,-0.070214791,0.016874814,0.287285223,-0.4875513,-0.342114506,-4.350626118,-0.031837916,-0.412126538,-0.352998066,-0.109484193,0.040709812,-0.407957245,-0.369386464,-0.133043478,0.028985507,-0.416970803,-0.364179104,-0.088445078,-3.235286228,-2.257142139,0.487807418,-0.173075333,-0.051182753,-0.064958486,-0.025716966,0.063877732,0.031124683,0.045842118,-0.022785516,-0.124033067,0.050955414,-0.395604396,-0.345238095,-0.073033708,0.052287582,-0.39245283,-0.342857143,-0.069364162,0.087147887,0.030884808,0.013458067,0.044662494,0.012085699,0.023960971,0.040474398,0.073829415,-3.357142857,-1.760368664,-0.026548673,-0.23255814,0,0,0,0,0.050239234,-0.401091405,-0.358655953,-0.114919355,-3.347593583,-1.753001715,-0.045652174,-0.268028345,-0.169117308,0.448531639,0.222646387,-0.743411312,-0.295233416,0.882966534,0.537298122,-1.298480711,-0.2,-0.044147157
UNITEDHEALTH GROUP INC,Healthcare,Health Care Plans,UNH,3/31/2002,USD,2002,Q1,5/14/2002,5/14/2002,1229600000,1286000000,6013000000,-5475000000,538000000,-56000000,-6499981481,482000000,-24000000,-24000000,458000000,458000000,-163000000,295000000,295000000,295000000,295000000,20000000,-1000000,370000000,-128000000,-3000000,0,-74000000,-386000000,-460000000,-93000000,1673000000,1447000000,834000000,834000000,2458693509,1894000000,1894000000,4401000000,952000000,3163000000,2221000000,4019289474,7883000000,12284000000,1266000000,2548891924,1266000000,210000000,5443000000,6919000000,1300000000,216000000,5009210526,1516000000,8435000000,3000000,3816000000,30000000,3849000000,3849000000,12284000000,538000000,1510000000,572000000,0.08947,0.08016,0.04906,0.07664,0.02401,1.93898,0.63607,2.19148,0.12292,0.23992,0.22939,4.89021,3.13029,0.46519,0,6,0.05291,0.1026,0,-0.30297,-0.33817,0,-0.005499838,-0.017577501,-0.032420523,0,-0.007409694,-0.017120147,-0.031626506,-0.001162791,0.012119172,0.034405643,0.058626761,0.144893112,0.217171717,0.255208333,0.320547945,0.194331984,0.277056277,0.322869955,0.391509434,-0.016178119,0.015038837,0.05605227,0.082004756,-0.016178119,0.015038837,0.05605227,0.082004756,0.095723014,0.161987041,0.200892857,0.254079254,-0.003484321,-0.171014493,-0.142428786,-0.133333333,0.096983816,0.148081612,0.160892695,0.184562426,0.146289146,0.202520252,0.213442325,0.247432306,0.195710456,0.261831276,0.278936392,0.314576635,0.207309389,0.232550659,0.234536082,0.36735058,0.213852376,0.257726558,0.25247783,0.286020354,-0.165631764,-0.350862568,-0.351735021,-0.377176612,0.042857377,0.01030846,0.024267311,-0.018955519,-0.007904244,-0.029287739,-0.020922035,0.094727377,0.194344883,0.284162072,0.34657911,0.438196859,0.19430416,0.28653954,0.345869514,0.436920571,-0.001162197,0.017716667,0.052912502,0.094097274,-0.010791799,0.041801317,0.090719983,0.051816483,-0.00349171,-0.166430734,-0.127092246,-0.104301448,0,0,0.003937008,0.003937008,0.216601518,0.221375808,0.168249062,0.257665795,0.015138023,-0.20698717,-0.211981567,-0.216674301,-0.341784527,-0.441138493,-0.146346961,-0.665876307,-0.370049551,-0.466474189,-0.183282616,-0.682692939,0.110703568,0.010809912
APPLE INC,Technology,Computer Hardware,AAPL,6/30/2002,USD,2002,Q3,8/9/2002,8/9/2002,24208660000,24900176000,1429000000,-1038000000,391000000,-378000000,-272000000,13000000,26000000,0,39000000,39000000,-7000000,32000000,32000000,32000000,32000000,-35000000,-62000000,-37000000,-31000000,82000000,-3216536585,1638560000,42000000,42000000,87000000,4306000000,1246000000,626000000,626000000,34000000,477000000,313000000,5443000000,589000000,261000000,2653746835,162000000,850000000,6293000000,1718000000,904000000,814000000,6338772152,19698875000,1718000000,316000000,193000000,22144575000,509000000,2227000000,1808000000,2370000000,-112000000,4066000000,4066000000,6293000000,41000000,316000000,-45000000,0.27362,0.0091,0.02239,0.00787,0.00509,-1.40625,3.16822,0.54771,0.05021,0.00132,0.00129,0.05903,0.16796,-0.00186,0.162819512,3,0.00699,-0.00984,0.251460976,-97.31707,-306.92308,0,0,0,0,0,0,0,0,-0.044147157,0.039272727,-0.014482759,-0.031186441,-0.535714286,-0.35,-0.754716981,-0.69047619,-0.2,-0.157894737,-0.515151515,-0.475409836,0.00462963,0.027932048,0.04517522,0.036567287,0.00462963,0.027932048,0.04517522,0.036567287,-0.280701754,-0.145833333,-0.506024096,-0.397058824,-0.4375,-2.323529412,-1.428571429,-0.451219512,0.00014621,-0.108468281,-0.092109629,-0.070078847,-0.514148425,-0.374570447,-0.751025992,-0.680365297,-0.163303438,-0.189942113,-0.508128295,-0.458655706,-0.210631896,-0.178496868,-0.532660333,-0.502213789,-0.203442879,-0.180354267,-0.535583942,-0.493532338,-0.296875,-2.571685629,-1.883928066,0.046114591,9.15E-05,-0.051095896,-0.06487289,-0.025627778,-0.022888643,0.007523638,0.021904211,-0.04515263,-0.2,-0.159235669,-0.516483516,-0.476190476,-0.198757764,-0.156862745,-0.513207547,-0.473469388,-0.044048583,0.039260563,-0.014524207,-0.031183325,0.012966649,0.025209058,0.037238313,0.053965863,-0.436363636,-2.328571429,-1.428571429,-0.451327434,-0.464052288,-0.464052288,-0.464052288,-0.464052288,-0.203872437,-0.163875598,-0.52319236,-0.489408327,-0.439635535,-2.315508021,-1.421955403,-0.465217391,0.387461996,0.152818158,1.009782599,0.696375396,1.149536393,0.514921422,3.04750509,2.30447826,-2.46969697,0.009797061
UNITEDHEALTH GROUP INC,Healthcare,Health Care Plans,UNH,6/30/2002,USD,2002,Q2,8/13/2002,8/13/2002,1219600000,1281200000,6078000000,-5493000000,585000000,-62000000,-6499981481,523000000,-20000000,-20000000,503000000,503000000,-178000000,325000000,325000000,325000000,325000000,50000000,223000000,660000000,-88000000,-96000000,-9000000,20000000,-326000000,-315000000,249000000,1905000000,1696000000,898000000,898000000,2458693509,1937000000,1937000000,4740000000,963000000,3309000000,2284000000,4019289474,8098000000,12838000000,1442000000,2548891924,1442000000,230000000,5556000000,7228000000,1300000000,329000000,5009210526,1629000000,8857000000,3000000,3892000000,86000000,3981000000,3981000000,12838000000,585000000,1530000000,898000000,0.09625,0.08605,0.05347,0.08164,0.02532,2.76308,0.65578,2.22482,0.11918,0.26648,0.25367,4.9836,3.26418,0.73631,0.00738,7,0.05719,0.15377,0.02769,-0.64103,-0.71702,-0.008132726,-0.008132726,-0.013587836,-0.025567274,-0.003732504,-0.003732504,-0.011114542,-0.02078875,0.010809912,0.009634551,0.023060091,0.045587476,0.085062241,0.242280285,0.320707071,0.361979167,0.101694915,0.315789474,0.406926407,0.457399103,0.045099316,0.028191575,0.060816394,0.103679505,0.045099316,0.028191575,0.060816394,0.103679505,0.087360595,0.191446029,0.26349892,0.305803571,0.56993007,0.56445993,0.301449275,0.346326837,0.075779591,0.1801128,0.235082767,0.248864668,0.073478044,0.230516231,0.290879088,0.302603694,0.089889931,0.303192786,0.375257202,0.393899896,0.065240084,0.286074354,0.312962367,0.31507732,0.0545606,0.28008089,0.326348874,0.320813772,0.425017277,0.188989152,-0.074967945,-0.076211205,0.030987156,0.075172561,0.041615045,0.056006441,0.015213463,0.007188968,-0.014519844,-0.006026868,0.110703568,0.326563122,0.426323396,0.495650222,0.105845939,0.320716405,0.422714526,0.488324337,0.019097339,0.017912948,0.037152347,0.07302033,0.042772395,0.031519005,0.086361655,0.137372689,0.582815624,0.577288891,0.319386457,0.38165203,0.166666667,0.166666667,0.166666667,0.171259843,0.080892081,0.315014946,0.320175439,0.262751159,0.498732943,0.521420797,0.188514454,0.181029186,1.115820048,0.392665493,0.18245038,0.806176214,1.120294526,0.335680489,0.131231857,0.731681399,0.103534974,0.027805199
APPLE INC,Technology,Computer Hardware,AAPL,9/30/2002,USD,2002,Q4,12/19/2002,12/19/2002,24208660000,24900176000,1443000000,-1062000000,381000000,-396000000,-280000000,-15000000,25000000,0,10000000,-62000000,15000000,-47000000,-47000000,-47000000,-45000000,33000000,61000000,82000000,-64000000,908000000,-3216536585,1638560000,16000000,16000000,1006000000,4337000000,2252000000,565000000,565000000,45000000,441000000,275000000,5388000000,621000000,289000000,2653746835,170000000,910000000,6298000000,1658000000,911000000,747000000,6338772152,19698875000,1658000000,316000000,229000000,22144575000,545000000,2203000000,1826000000,2325000000,-56000000,4095000000,4095000000,6298000000,18000000,316000000,0,0.26403,-0.0104,-0.03257,-0.01148,-0.00746,0,3.2497,0.53797,0.05017,-0.00194,-0.00189,0.05961,0.16915,0,0.162819512,4,-0.01013,0,0.251460976,-223.38889,268.06667,0,0,0,0,0,0,0,0,0.009797061,-0.034782609,0.049454545,-0.004827586,-2.153846154,-1.535714286,-1.75,-1.283018868,-2.46875,-2.175,-2.236842105,-1.712121212,0.000794534,0.005427842,0.028748775,0.046005647,0.000794534,0.005427842,0.028748775,0.046005647,-0.56097561,-0.684210526,-0.625,-0.78313253,-1,-1,-1,-1,-0.035048608,-0.034907522,-0.139715226,-0.123929922,-2.142857143,-1.555258943,-1.714776632,-1.284541724,-2.454667262,-2.217115097,-2.178364689,-1.715509666,-2.458703939,-2.151454363,-2.198329854,-1.681710214,-2.465618861,-2.167449139,-2.201288245,-1.680656934,-1,-1,-1,-1,0.025717911,0.025811808,-0.026692065,-0.040823374,-0.017783133,-0.040264745,-0.010393289,0.003731552,-2.46969697,-2.175757576,-2.23566879,-1.710622711,-2.465116279,-2.173913043,-2.235294118,-1.713207547,0.009825512,-0.03465587,0.049471831,-0.004841402,0.00708502,0.020143538,0.032472685,0.044587167,-1,-1,-1,-1,0.333333333,-0.28540305,-0.28540305,-0.28540305,-2.449213162,-2.153758542,-2.211722488,-1.690995907,-1,-1,-1,-1,1.295474884,2.184884164,1.646265127,3.61340548,-1.873400169,-2.877405449,-2.323132626,-4.53509163,0.829896907,0.02009702
UNITEDHEALTH GROUP INC,Healthcare,Health Care Plans,UNH,9/30/2002,USD,2002,Q3,11/14/2002,11/14/2002,1200400000,1260800000,6247000000,-4509000000,1738000000,-1166000000,-6499981481,572000000,-24000000,-24000000,548000000,548000000,-195000000,353000000,353000000,353000000,353000000,90000000,124000000,633000000,-79000000,-843000000,0,144000000,-564000000,-420000000,-630000000,1581000000,1066000000,873000000,873000000,2458693509,2023000000,2023000000,4477000000,955000000,3855000000,2793000000,4019289474,9230000000,13707000000,1407000000,2548891924,1407000000,374000000,5866000000,7647000000,1300000000,399000000,5009210526,1699000000,9346000000,481000000,3724000000,156000000,4361000000,4361000000,13707000000,638000000,1674000000,878000000,0.27821,0.09156,0.05651,0.08094,0.02575,2.48725,0.58546,2.14309,0.12213,0.29407,0.27998,5.2041,3.63296,0.73142,0,6,0.05486,0.13646,0,0.14577,0.16259,-0.015742867,-0.02374756,-0.02374756,-0.029116791,-0.015922573,-0.019595645,-0.019595645,-0.026860142,0.027805199,0.038915683,0.037707641,0.05150648,0.093690249,0.186721992,0.358669834,0.444444444,0.086153846,0.196610169,0.429149798,0.528138528,0.067689671,0.115841745,0.097789524,0.132622707,0.067689671,0.115841745,0.097789524,0.132622707,0.090598291,0.185873606,0.299389002,0.377969762,-0.022271715,0.534965035,0.529616725,0.272463768,1.890493506,2.109533922,2.411108386,2.569998717,0.064032539,0.142215569,0.309309309,0.373537354,0.056854311,0.151854872,0.377284913,0.453446502,-0.008574228,0.056106472,0.275047259,0.301704728,0.016982622,0.072469804,0.30182002,0.348873756,-0.099827005,0.282762071,0.070295926,-0.167311124,-0.107231084,-0.079566714,-0.040119358,-0.070078465,-0.036735556,-0.022080968,-0.029810678,-0.050722006,0.103534974,0.225700233,0.463908801,0.573997752,0.103717428,0.220541436,0.457697714,0.570274818,0.044245124,0.064187428,0.062950632,0.083041281,0.112977838,0.160582566,0.148057792,0.209096446,-0.006641224,0.57230379,0.566813761,0.310624115,-0.142857143,0,0,0,-0.040741388,0.036855037,0.261439411,0.266389658,-0.112570723,0.330019493,0.350153359,0.054722523,-1.227399654,-1.481136746,-1.316691651,-1.268888807,-1.22675797,-1.480793684,-1.302876197,-1.25651584,0.080116979,0.069633424
APPLE INC,Technology,Computer Hardware,AAPL,12/31/2002,USD,2003,Q1,2/10/2003,2/10/2003,24208660000,24900176000,1472000000,-1066000000,406000000,-420000000,-299000000,-14000000,29000000,0,15000000,-8000000,2000000,-6000000,-6000000,-8000000,-8000000,8000000,76000000,108000000,-20000000,237000000,-3216536585,1638560000,13000000,15000000,360000000,4462000000,2612000000,497000000,497000000,44000000,381000000,204000000,5384000000,605000000,280000000,2653746835,164000000,885000000,6269000000,1595000000,817000000,778000000,6338772152,19698875000,1595000000,316000000,558000000,320000000,558000000,2153000000,1840000000,2317000000,-41000000,4116000000,4116000000,6269000000,18000000,0,72000000,0.27582,-0.00951,-0.00543,-0.00194,-0.00128,-9,3.37555,0.52308,0,-0.00033,-0.00032,0.0608,0.17002,0.00297,0.162819512,5,-0.00171,0.0154,0.251460976,-247.88889,318.71429,0,0,0,0,0,0,0,0,0.02009702,0.030090973,-0.015384615,0.070545455,-0.066666667,-2.076923077,-1.5,-1.7,-0.872340426,-1.1875,-1.15,-1.157894737,-0.004604636,-0.003813761,0.000798212,0.024011761,-0.004604636,-0.003813761,0.000798212,0.024011761,0,-0.56097561,-0.684210526,-0.625,0,-2.6,-1.9,1.117647059,0.044654017,0.008040348,0.008187733,-0.101300055,-0.085576923,-2.045054945,-1.507741591,-1.653608247,-0.833282161,-1.242518982,-1.202914798,-1.196454414,-0.831010453,-1.246505718,-1.194583751,-1.202505219,-0.828418231,-1.251473477,-1.200312989,-1.206119163,0,5.4,3.5,-11.05878803,0.038726652,0.065440531,0.065538064,0.011000893,-0.027678123,-0.044969053,-0.066828415,-0.037783746,-0.829896907,-1.25,-1.2,-1.210191083,-0.830687831,-1.248062016,-1.198757764,-1.209150327,0.019963093,0.029984754,-0.015384615,0.070422535,0.005143364,0.012264825,0.025390507,0.037783068,0,-2.596774194,-1.9,1.121428571,0.25,0.666666667,-0.106753813,-0.106753813,-0.831194472,-1.244635193,-1.19476082,-1.204545455,0,-2.56504065,-1.876993166,1.058823529,0.10967421,1.547229278,2.534183819,1.936492164,0.188936655,-2.038417476,-3.232116155,-2.573120879,2.757575758,0.002038043
